date,geography,geography code,Welsh understanding ability: Total: All usual residents aged 3 years and over,Welsh understanding ability: Cannot understand spoken Welsh,Welsh understanding ability: Can understand spoken Welsh
2021,W00000149,W00000149,361,110,251
2021,W00000150,W00000150,328,133,195
2021,W00000151,W00000151,251,117,134
2021,W00000152,W00000152,283,118,165
2021,W00000153,W00000153,259,99,160
2021,W00000154,W00000154,272,141,131
2021,W00000155,W00000155,316,125,191
2021,W00000156,W00000156,246,96,150
2021,W00000157,W00000157,356,158,198
2021,W00000158,W00000158,317,154,163
2021,W00000159,W00000159,322,111,211
2021,W00000160,W00000160,271,93,178
2021,W00000161,W00000161,154,89,65
2021,W00000162,W00000162,263,88,175
2021,W00000163,W00000163,306,151,155
2021,W00000164,W00000164,172,98,74
2021,W00000165,W00000165,375,157,218
2021,W00000166,W00000166,246,120,126
2021,W00000167,W00000167,262,116,146
2021,W00000168,W00000168,262,108,154
2021,W00000169,W00000169,359,152,207
2021,W00000170,W00000170,234,68,166
2021,W00000171,W00000171,380,127,253
2021,W00000172,W00000172,521,165,356
2021,W00000173,W00000173,263,99,164
2021,W00000174,W00000174,250,100,150
2021,W00000175,W00000175,380,175,205
2021,W00000176,W00000176,296,107,189
2021,W00000177,W00000177,218,80,138
2021,W00000178,W00000178,338,139,199
2021,W00000179,W00000179,265,94,171
2021,W00000180,W00000180,260,112,148
2021,W00000181,W00000181,267,111,156
2021,W00000182,W00000182,254,121,133
2021,W00000183,W00000183,298,112,186
2021,W00000184,W00000184,271,107,164
2021,W00000185,W00000185,288,112,176
2021,W00000186,W00000186,262,125,137
2021,W00000187,W00000187,295,119,176
2021,W00000188,W00000188,178,105,73
2021,W00000189,W00000189,240,103,137
2021,W00000190,W00000190,186,106,80
2021,W00000191,W00000191,158,103,55
2021,W00000192,W00000192,353,121,232
2021,W00000193,W00000193,243,68,175
2021,W00000194,W00000194,338,151,187
2021,W00000195,W00000195,343,105,238
2021,W00000196,W00000196,305,118,187
2021,W00000197,W00000197,269,75,194
2021,W00000198,W00000198,325,122,203
2021,W00000199,W00000199,169,85,84
2021,W00000200,W00000200,308,115,193
2021,W00000201,W00000201,121,55,66
2021,W00000202,W00000202,305,163,142
2021,W00000203,W00000203,295,148,147
2021,W00000204,W00000204,184,109,75
2021,W00000205,W00000205,137,82,55
2021,W00000206,W00000206,255,145,110
2021,W00000207,W00000207,221,120,101
2021,W00000208,W00000208,408,88,320
2021,W00000209,W00000209,242,68,174
2021,W00000210,W00000210,513,91,422
2021,W00000211,W00000211,116,24,92
2021,W00000212,W00000212,252,52,200
2021,W00000213,W00000213,315,113,202
2021,W00000214,W00000214,340,112,228
2021,W00000215,W00000215,250,92,158
2021,W00000216,W00000216,277,80,197
2021,W00000217,W00000217,292,78,214
2021,W00000218,W00000218,244,76,168
2021,W00000219,W00000219,263,53,210
2021,W00000220,W00000220,377,90,287
2021,W00000221,W00000221,265,84,181
2021,W00000222,W00000222,253,101,152
2021,W00000223,W00000223,288,128,160
2021,W00000224,W00000224,254,111,143
2021,W00000225,W00000225,285,133,152
2021,W00000226,W00000226,315,117,198
2021,W00000227,W00000227,243,103,140
2021,W00000228,W00000228,247,48,199
2021,W00000229,W00000229,344,86,258
2021,W00000230,W00000230,283,85,198
2021,W00000231,W00000231,194,143,51
2021,W00000232,W00000232,222,122,100
2021,W00000233,W00000233,141,64,77
2021,W00000234,W00000234,116,74,42
2021,W00000235,W00000235,327,150,177
2021,W00000236,W00000236,273,70,203
2021,W00000237,W00000237,269,69,200
2021,W00000238,W00000238,262,47,215
2021,W00000239,W00000239,256,65,191
2021,W00000240,W00000240,169,40,129
2021,W00000241,W00000241,232,108,124
2021,W00000242,W00000242,220,110,110
2021,W00000243,W00000243,228,118,110
2021,W00000244,W00000244,246,133,113
2021,W00000245,W00000245,177,107,70
2021,W00000246,W00000246,277,153,124
2021,W00000247,W00000247,306,100,206
2021,W00000248,W00000248,158,90,68
2021,W00000249,W00000249,258,102,156
2021,W00000250,W00000250,133,71,62
2021,W00000251,W00000251,137,54,83
2021,W00000252,W00000252,163,58,105
2021,W00000253,W00000253,165,87,78
2021,W00000254,W00000254,184,76,108
2021,W00000255,W00000255,316,158,158
2021,W00000256,W00000256,244,63,181
2021,W00000257,W00000257,169,47,122
2021,W00000258,W00000258,483,176,307
2021,W00000259,W00000259,284,47,237
2021,W00000260,W00000260,277,99,178
2021,W00000261,W00000261,265,129,136
2021,W00000262,W00000262,328,55,273
2021,W00000263,W00000263,276,57,219
2021,W00000264,W00000264,255,64,191
2021,W00000265,W00000265,259,69,190
2021,W00000266,W00000266,270,29,241
2021,W00000267,W00000267,268,61,207
2021,W00000268,W00000268,232,35,197
2021,W00000269,W00000269,222,65,157
2021,W00000270,W00000270,291,62,229
2021,W00000271,W00000271,294,52,242
2021,W00000272,W00000272,218,40,178
2021,W00000273,W00000273,297,50,247
2021,W00000274,W00000274,180,40,140
2021,W00000275,W00000275,313,96,217
2021,W00000276,W00000276,334,55,279
2021,W00000277,W00000277,314,71,243
2021,W00000278,W00000278,256,81,175
2021,W00000279,W00000279,349,88,261
2021,W00000280,W00000280,310,63,247
2021,W00000281,W00000281,291,49,242
2021,W00000282,W00000282,235,49,186
2021,W00000283,W00000283,278,75,203
2021,W00000284,W00000284,207,78,129
2021,W00000285,W00000285,236,92,144
2021,W00000286,W00000286,290,84,206
2021,W00000287,W00000287,161,62,99
2021,W00000288,W00000288,155,63,92
2021,W00000289,W00000289,310,105,205
2021,W00000290,W00000290,283,122,161
2021,W00000291,W00000291,312,152,160
2021,W00000292,W00000292,284,136,148
2021,W00000293,W00000293,274,64,210
2021,W00000294,W00000294,256,33,223
2021,W00000295,W00000295,207,52,155
2021,W00000296,W00000296,247,40,207
2021,W00000297,W00000297,268,34,234
2021,W00000298,W00000298,334,51,283
2021,W00000299,W00000299,208,40,168
2021,W00000300,W00000300,234,61,173
2021,W00000301,W00000301,294,79,215
2021,W00000302,W00000302,373,125,248
2021,W00000303,W00000303,263,61,202
2021,W00000304,W00000304,337,177,160
2021,W00000305,W00000305,254,116,138
2021,W00000306,W00000306,288,131,157
2021,W00000307,W00000307,348,139,209
2021,W00000308,W00000308,229,97,132
2021,W00000309,W00000309,267,107,160
2021,W00000310,W00000310,301,87,214
2021,W00000311,W00000311,233,109,124
2021,W00000312,W00000312,418,112,306
2021,W00000313,W00000313,247,99,148
2021,W00000314,W00000314,317,82,235
2021,W00000315,W00000315,316,76,240
2021,W00000316,W00000316,289,86,203
2021,W00000317,W00000317,275,177,98
2021,W00000318,W00000318,367,236,131
2021,W00000319,W00000319,257,188,69
2021,W00000322,W00000322,354,70,284
2021,W00000323,W00000323,367,59,308
2021,W00000324,W00000324,325,92,233
2021,W00000325,W00000325,271,104,167
2021,W00000326,W00000326,298,78,220
2021,W00000327,W00000327,236,84,152
2021,W00000328,W00000328,326,126,200
2021,W00000329,W00000329,293,138,155
2021,W00000330,W00000330,584,149,435
2021,W00000331,W00000331,460,178,282
2021,W00000332,W00000332,281,89,192
2021,W00000333,W00000333,236,80,156
2021,W00000334,W00000334,275,48,227
2021,W00000335,W00000335,246,91,155
2021,W00000336,W00000336,238,59,179
2021,W00000337,W00000337,300,91,209
2021,W00000338,W00000338,275,93,182
2021,W00000339,W00000339,297,68,229
2021,W00000340,W00000340,270,124,146
2021,W00000341,W00000341,250,102,148
2021,W00000342,W00000342,250,60,190
2021,W00000343,W00000343,260,93,167
2021,W00000344,W00000344,235,73,162
2021,W00000345,W00000345,170,74,96
2021,W00000346,W00000346,320,82,238
2021,W00000347,W00000347,196,86,110
2021,W00000348,W00000348,372,146,226
2021,W00000349,W00000349,308,90,218
2021,W00000350,W00000350,178,73,105
2021,W00000351,W00000351,230,120,110
2021,W00000352,W00000352,221,101,120
2021,W00000353,W00000353,223,146,77
2021,W00000354,W00000354,285,96,189
2021,W00000355,W00000355,256,124,132
2021,W00000356,W00000356,227,107,120
2021,W00000357,W00000357,464,138,326
2021,W00000358,W00000358,278,70,208
2021,W00000359,W00000359,252,65,187
2021,W00000360,W00000360,269,63,206
2021,W00000362,W00000362,360,181,179
2021,W00000363,W00000363,288,80,208
2021,W00000364,W00000364,276,91,185
2021,W00000365,W00000365,306,51,255
2021,W00000366,W00000366,364,79,285
2021,W00000367,W00000367,338,86,252
2021,W00000368,W00000368,312,77,235
2021,W00000369,W00000369,291,67,224
2021,W00000370,W00000370,255,75,180
2021,W00000371,W00000371,280,97,183
2021,W00000372,W00000372,291,108,183
2021,W00000373,W00000373,260,125,135
2021,W00000374,W00000374,267,97,170
2021,W00000375,W00000375,276,101,175
2021,W00000376,W00000376,237,49,188
2021,W00000377,W00000377,252,74,178
2021,W00000378,W00000378,292,51,241
2021,W00000379,W00000379,320,50,270
2021,W00000380,W00000380,277,69,208
2021,W00000381,W00000381,241,48,193
2021,W00000382,W00000382,200,125,75
2021,W00000383,W00000383,306,147,159
2021,W00000384,W00000384,275,93,182
2021,W00000385,W00000385,173,67,106
2021,W00000386,W00000386,284,98,186
2021,W00000387,W00000387,258,116,142
2021,W00000388,W00000388,269,95,174
2021,W00000389,W00000389,239,110,129
2021,W00000390,W00000390,327,132,195
2021,W00000391,W00000391,208,98,110
2021,W00000392,W00000392,276,125,151
2021,W00000393,W00000393,317,211,106
2021,W00000394,W00000394,335,190,145
2021,W00000395,W00000395,373,182,191
2021,W00000396,W00000396,340,184,156
2021,W00000397,W00000397,266,157,109
2021,W00000398,W00000398,204,95,109
2021,W00000399,W00000399,294,92,202
2021,W00000400,W00000400,208,47,161
2021,W00000401,W00000401,232,71,161
2021,W00000402,W00000402,295,91,204
2021,W00000403,W00000403,127,33,94
2021,W00000404,W00000404,361,118,243
2021,W00000406,W00000406,329,145,184
2021,W00000408,W00000408,279,132,147
2021,W00000409,W00000409,343,190,153
2021,W00000410,W00000410,255,62,193
2021,W00000411,W00000411,226,80,146
2021,W00000412,W00000412,338,69,269
2021,W00000413,W00000413,169,53,116
2021,W00000414,W00000414,286,60,226
2021,W00000415,W00000415,289,76,213
2021,W00000416,W00000416,275,90,185
2021,W00000417,W00000417,237,89,148
2021,W00000418,W00000418,363,106,257
2021,W00000419,W00000419,382,119,263
2021,W00000420,W00000420,351,89,262
2021,W00000421,W00000421,334,151,183
2021,W00000422,W00000422,432,109,323
2021,W00000423,W00000423,263,88,175
2021,W00000424,W00000424,277,104,173
2021,W00000425,W00000425,292,75,217
2021,W00000426,W00000426,217,94,123
2021,W00000427,W00000427,219,162,57
2021,W00000428,W00000428,230,147,83
2021,W00000429,W00000429,222,154,68
2021,W00000430,W00000430,288,142,146
2021,W00000431,W00000431,299,126,173
2021,W00000432,W00000432,258,127,131
2021,W00000433,W00000433,247,144,103
2021,W00000434,W00000434,122,45,77
2021,W00000435,W00000435,335,68,267
2021,W00000436,W00000436,345,117,228
2021,W00000437,W00000437,305,80,225
2021,W00000438,W00000438,200,62,138
2021,W00000439,W00000439,274,62,212
2021,W00000440,W00000440,277,42,235
2021,W00000441,W00000441,296,53,243
2021,W00000442,W00000442,286,39,247
2021,W00000443,W00000443,316,50,266
2021,W00000444,W00000444,330,60,270
2021,W00000445,W00000445,284,83,201
2021,W00000446,W00000446,274,32,242
2021,W00000447,W00000447,327,77,250
2021,W00000448,W00000448,318,89,229
2021,W00000449,W00000449,339,54,285
2021,W00000450,W00000450,359,70,289
2021,W00000451,W00000451,295,44,251
2021,W00000452,W00000452,318,69,249
2021,W00000453,W00000453,380,61,319
2021,W00000454,W00000454,329,66,263
2021,W00000455,W00000455,324,75,249
2021,W00000456,W00000456,301,81,220
2021,W00000457,W00000457,296,62,234
2021,W00000458,W00000458,293,82,211
2021,W00000459,W00000459,326,63,263
2021,W00000460,W00000460,299,125,174
2021,W00000461,W00000461,179,58,121
2021,W00000462,W00000462,342,88,254
2021,W00000463,W00000463,277,100,177
2021,W00000464,W00000464,331,93,238
2021,W00000465,W00000465,293,88,205
2021,W00000466,W00000466,326,107,219
2021,W00000467,W00000467,316,88,228
2021,W00000468,W00000468,471,389,82
2021,W00000469,W00000469,367,256,111
2021,W00000470,W00000470,302,205,97
2021,W00000472,W00000472,303,234,69
2021,W00000473,W00000473,252,85,167
2021,W00000474,W00000474,283,56,227
2021,W00000475,W00000475,336,47,289
2021,W00000476,W00000476,354,86,268
2021,W00000477,W00000477,268,48,220
2021,W00000478,W00000478,219,38,181
2021,W00000479,W00000479,193,44,149
2021,W00000480,W00000480,280,36,244
2021,W00000481,W00000481,393,77,316
2021,W00000482,W00000482,376,91,285
2021,W00000483,W00000483,213,70,143
2021,W00000484,W00000484,206,67,139
2021,W00000485,W00000485,264,48,216
2021,W00000486,W00000486,233,53,180
2021,W00000487,W00000487,208,55,153
2021,W00000488,W00000488,281,77,204
2021,W00000489,W00000489,275,83,192
2021,W00000490,W00000490,317,60,257
2021,W00000491,W00000491,266,101,165
2021,W00000492,W00000492,311,55,256
2021,W00000493,W00000493,210,73,137
2021,W00000494,W00000494,298,75,223
2021,W00000495,W00000495,250,43,207
2021,W00000496,W00000496,343,57,286
2021,W00000497,W00000497,329,56,273
2021,W00000498,W00000498,300,65,235
2021,W00000499,W00000499,352,60,292
2021,W00000500,W00000500,296,53,243
2021,W00000501,W00000501,345,76,269
2021,W00000502,W00000502,543,86,457
2021,W00000503,W00000503,290,53,237
2021,W00000504,W00000504,297,56,241
2021,W00000505,W00000505,297,92,205
2021,W00000506,W00000506,304,88,216
2021,W00000507,W00000507,227,47,180
2021,W00000508,W00000508,420,103,317
2021,W00000509,W00000509,369,122,247
2021,W00000510,W00000510,148,55,93
2021,W00000511,W00000511,276,77,199
2021,W00000512,W00000512,290,77,213
2021,W00000513,W00000513,331,73,258
2021,W00000514,W00000514,244,81,163
2021,W00000515,W00000515,285,60,225
2021,W00000516,W00000516,290,76,214
2021,W00000517,W00000517,222,66,156
2021,W00000518,W00000518,276,92,184
2021,W00000519,W00000519,533,181,352
2021,W00000520,W00000520,358,113,245
2021,W00000521,W00000521,245,93,152
2021,W00000522,W00000522,282,98,184
2021,W00000523,W00000523,256,82,174
2021,W00000524,W00000524,430,156,274
2021,W00000526,W00000526,329,56,273
2021,W00000527,W00000527,242,48,194
2021,W00000528,W00000528,310,49,261
2021,W00000529,W00000529,270,57,213
2021,W00000530,W00000530,309,64,245
2021,W00000531,W00000531,285,63,222
2021,W00000532,W00000532,253,50,203
2021,W00000533,W00000533,271,76,195
2021,W00000534,W00000534,236,59,177
2021,W00000535,W00000535,295,48,247
2021,W00000536,W00000536,253,81,172
2021,W00000537,W00000537,382,64,318
2021,W00000538,W00000538,144,65,79
2021,W00000539,W00000539,276,144,132
2021,W00000540,W00000540,122,59,63
2021,W00000541,W00000541,259,114,145
2021,W00000542,W00000542,180,78,102
2021,W00000543,W00000543,194,99,95
2021,W00000544,W00000544,300,72,228
2021,W00000545,W00000545,238,99,139
2021,W00000546,W00000546,214,84,130
2021,W00000549,W00000549,276,71,205
2021,W00000550,W00000550,237,66,171
2021,W00000551,W00000551,317,65,252
2021,W00000552,W00000552,359,124,235
2021,W00000553,W00000553,241,51,190
2021,W00000554,W00000554,320,61,259
2021,W00000555,W00000555,231,74,157
2021,W00000556,W00000556,324,45,279
2021,W00000557,W00000557,302,52,250
2021,W00000558,W00000558,156,66,90
2021,W00000559,W00000559,228,46,182
2021,W00000560,W00000560,305,60,245
2021,W00000561,W00000561,279,89,190
2021,W00000562,W00000562,252,47,205
2021,W00000563,W00000563,295,66,229
2021,W00000564,W00000564,205,70,135
2021,W00000565,W00000565,161,57,104
2021,W00000566,W00000566,269,49,220
2021,W00000567,W00000567,180,46,134
2021,W00000568,W00000568,238,36,202
2021,W00000569,W00000569,383,47,336
2021,W00000570,W00000570,244,31,213
2021,W00000571,W00000571,281,41,240
2021,W00000572,W00000572,288,44,244
2021,W00000573,W00000573,323,43,280
2021,W00000574,W00000574,267,50,217
2021,W00000575,W00000575,236,59,177
2021,W00000576,W00000576,253,101,152
2021,W00000577,W00000577,271,84,187
2021,W00000578,W00000578,316,56,260
2021,W00000579,W00000579,372,95,277
2021,W00000580,W00000580,324,103,221
2021,W00000581,W00000581,341,88,253
2021,W00000582,W00000582,288,84,204
2021,W00000583,W00000583,299,86,213
2021,W00000584,W00000584,265,63,202
2021,W00000585,W00000585,347,67,280
2021,W00000586,W00000586,310,82,228
2021,W00000587,W00000587,283,74,209
2021,W00000588,W00000588,310,115,195
2021,W00000589,W00000589,218,66,152
2021,W00000590,W00000590,305,49,256
2021,W00000591,W00000591,290,65,225
2021,W00000592,W00000592,255,61,194
2021,W00000593,W00000593,275,61,214
2021,W00000594,W00000594,278,55,223
2021,W00000595,W00000595,340,95,245
2021,W00000596,W00000596,321,81,240
2021,W00000597,W00000597,251,81,170
2021,W00000598,W00000598,298,107,191
2021,W00000599,W00000599,304,86,218
2021,W00000600,W00000600,293,45,248
2021,W00000601,W00000601,287,78,209
2021,W00000602,W00000602,277,72,205
2021,W00000603,W00000603,256,143,113
2021,W00000604,W00000604,152,73,79
2021,W00000605,W00000605,223,96,127
2021,W00000606,W00000606,243,146,97
2021,W00000607,W00000607,232,143,89
2021,W00000608,W00000608,275,118,157
2021,W00000609,W00000609,202,142,60
2021,W00000610,W00000610,264,166,98
2021,W00000611,W00000611,275,114,161
2021,W00000612,W00000612,189,118,71
2021,W00000613,W00000613,307,157,150
2021,W00000614,W00000614,209,142,67
2021,W00000615,W00000615,263,118,145
2021,W00000616,W00000616,240,104,136
2021,W00000617,W00000617,242,45,197
2021,W00000618,W00000618,318,60,258
2021,W00000619,W00000619,269,88,181
2021,W00000620,W00000620,279,80,199
2021,W00000621,W00000621,303,70,233
2021,W00000622,W00000622,446,70,376
2021,W00000623,W00000623,247,63,184
2021,W00000624,W00000624,265,64,201
2021,W00000625,W00000625,332,66,266
2021,W00000626,W00000626,326,71,255
2021,W00000627,W00000627,341,166,175
2021,W00000628,W00000628,302,122,180
2021,W00000629,W00000629,221,203,18
2021,W00000630,W00000630,239,207,32
2021,W00000631,W00000631,213,179,34
2021,W00000632,W00000632,421,346,75
2021,W00000633,W00000633,387,308,79
2021,W00000634,W00000634,179,143,36
2021,W00000635,W00000635,263,216,47
2021,W00000636,W00000636,183,156,27
2021,W00000637,W00000637,267,226,41
2021,W00000638,W00000638,259,94,165
2021,W00000639,W00000639,213,132,81
2021,W00000640,W00000640,210,100,110
2021,W00000641,W00000641,247,110,137
2021,W00000642,W00000642,195,94,101
2021,W00000643,W00000643,302,145,157
2021,W00000644,W00000644,373,195,178
2021,W00000645,W00000645,295,154,141
2021,W00000646,W00000646,357,208,149
2021,W00000647,W00000647,309,140,169
2021,W00000648,W00000648,279,147,132
2021,W00000649,W00000649,379,163,216
2021,W00000650,W00000650,242,93,149
2021,W00000651,W00000651,249,126,123
2021,W00000653,W00000653,278,151,127
2021,W00000655,W00000655,235,94,141
2021,W00000656,W00000656,303,157,146
2021,W00000657,W00000657,340,139,201
2021,W00000658,W00000658,289,177,112
2021,W00000659,W00000659,310,166,144
2021,W00000660,W00000660,333,183,150
2021,W00000661,W00000661,332,196,136
2021,W00000662,W00000662,243,147,96
2021,W00000663,W00000663,262,123,139
2021,W00000664,W00000664,250,141,109
2021,W00000665,W00000665,132,92,40
2021,W00000666,W00000666,285,150,135
2021,W00000667,W00000667,322,184,138
2021,W00000668,W00000668,478,281,197
2021,W00000669,W00000669,299,216,83
2021,W00000670,W00000670,274,195,79
2021,W00000671,W00000671,277,221,56
2021,W00000672,W00000672,329,273,56
2021,W00000673,W00000673,399,320,79
2021,W00000674,W00000674,328,248,80
2021,W00000675,W00000675,295,198,97
2021,W00000676,W00000676,324,205,119
2021,W00000677,W00000677,322,221,101
2021,W00000678,W00000678,272,204,68
2021,W00000679,W00000679,260,178,82
2021,W00000680,W00000680,305,244,61
2021,W00000681,W00000681,263,185,78
2021,W00000682,W00000682,193,144,49
2021,W00000683,W00000683,262,138,124
2021,W00000684,W00000684,330,171,159
2021,W00000685,W00000685,370,237,133
2021,W00000686,W00000686,258,152,106
2021,W00000687,W00000687,227,148,79
2021,W00000688,W00000688,288,169,119
2021,W00000689,W00000689,196,131,65
2021,W00000690,W00000690,361,205,156
2021,W00000691,W00000691,215,140,75
2021,W00000692,W00000692,232,150,82
2021,W00000693,W00000693,376,194,182
2021,W00000694,W00000694,291,174,117
2021,W00000695,W00000695,335,173,162
2021,W00000696,W00000696,228,161,67
2021,W00000697,W00000697,242,187,55
2021,W00000698,W00000698,291,208,83
2021,W00000699,W00000699,308,211,97
2021,W00000700,W00000700,331,215,116
2021,W00000701,W00000701,246,185,61
2021,W00000702,W00000702,284,212,72
2021,W00000703,W00000703,214,172,42
2021,W00000704,W00000704,168,135,33
2021,W00000705,W00000705,258,190,68
2021,W00000706,W00000706,197,144,53
2021,W00000707,W00000707,233,182,51
2021,W00000708,W00000708,261,186,75
2021,W00000709,W00000709,221,161,60
2021,W00000710,W00000710,311,97,214
2021,W00000711,W00000711,248,93,155
2021,W00000712,W00000712,314,91,223
2021,W00000713,W00000713,196,73,123
2021,W00000714,W00000714,290,114,176
2021,W00000715,W00000715,357,108,249
2021,W00000716,W00000716,275,92,183
2021,W00000717,W00000717,326,234,92
2021,W00000718,W00000718,212,138,74
2021,W00000719,W00000719,245,166,79
2021,W00000720,W00000720,307,222,85
2021,W00000721,W00000721,204,155,49
2021,W00000722,W00000722,247,182,65
2021,W00000723,W00000723,229,166,63
2021,W00000724,W00000724,193,151,42
2021,W00000725,W00000725,240,177,63
2021,W00000726,W00000726,298,180,118
2021,W00000727,W00000727,254,192,62
2021,W00000728,W00000728,269,182,87
2021,W00000729,W00000729,385,251,134
2021,W00000730,W00000730,276,149,127
2021,W00000731,W00000731,372,156,216
2021,W00000732,W00000732,265,101,164
2021,W00000733,W00000733,273,151,122
2021,W00000734,W00000734,301,127,174
2021,W00000735,W00000735,298,78,220
2021,W00000736,W00000736,268,199,69
2021,W00000737,W00000737,237,160,77
2021,W00000738,W00000738,293,177,116
2021,W00000739,W00000739,215,147,68
2021,W00000740,W00000740,258,188,70
2021,W00000741,W00000741,347,217,130
2021,W00000742,W00000742,205,145,60
